"NSFTV.ID","HDRA.ID","Na.K.Shoot.LSMEAN","Na.Shoot.LSMEAN","K.Shoot.Salt.LSMEAN","Na.K.Root.LSMEAN","Na.Root.LSMEAN","Shoot.BM.Control.LSMEAN","Shoot.BM.Salt.LSMEAN","Root.BM.Control.LSMEAN","Root.BM.Salt.LSMEAN","Flowering.time.at.Arkansas","Flowering.time.at.Faridpur","Flowering.time.at.Aberdeen","Panicle.number.per.plant","Plant.height","Panicle.fertility"
"NSFTV_128","76a1efc9.0",183.4628553,0.149283899,0.82618335,452.9529631,0.280944012,1.958914164,1.490133225,0.621578255,0.340874375,81.25,NA,108,3.273995124,116.5555556,0.878
"NSFTV_129","8fafd383.0",325.5128553,0.289283899,0.90393335,631.8930208,0.503467479,2.568283829,1.942951181,0.673244922,0.399707708,88.83333333,77,88,3.795489189,136,0.78
"NSFTV_13","660f0236.0",122.0618364,0.105294726,0.860151121,484.8913665,0.189651689,2.714968779,1.954107709,1.074111422,0.445140435,100.3333333,73,94,3.493134877,135.1666667,0.896
"NSFTV_130","a796716d.0",247.6755382,0.20891574,0.841073272,622.0789694,0.531515978,2.565414164,1.535966558,0.883244922,0.317374375,87.75,76,81,3.83765859,144.3333333,0.895
"NSFTV_131","d09d62e7.0",111.0378553,0.107033899,0.95868335,451.7028432,0.352878416,2.039247497,1.559534514,0.664411588,0.304374375,80.77777778,68,91,3.453157121,139.6,0.864
"NSFTV_132","02cc7c6d.0",100.6378553,0.092033899,0.90018335,569.0636024,0.398403787,1.924414164,1.855299891,0.836244922,0.437874375,104.8333333,80,117,3.149882953,128.8888889,0.818
"NSFTV_133","1a95985b.0",233.4124671,0.233457758,1.004515068,466.5577504,0.417299101,1.601788387,1.169770221,0.455911588,0.245921763,89.625,NA,201,2.95099638,119.25,0.771
"NSFTV_134","4ab486ec.0",135.0628553,0.123533899,0.91618335,400.2823173,0.215808183,2.661747497,2.102966558,0.894244922,0.516041042,81.6,66,88,2.47730205,110.8181818,0.83
"NSFTV_138","1a946dc6.0",178.1378553,0.123783899,0.73193335,447.189886,0.266625228,2.215617163,1.678392788,0.801045285,0.399032226,NA,NA,165,3.737669618,139.2222222,0.379
"NSFTV_139","bd0d322b.0",197.6378553,0.168783899,0.86068335,472.3123594,0.373671931,1.429749195,1.39037367,0.544751779,0.328541042,89.6,78,114,2.602689685,107.1,0.812
"NSFTV_140","85551f9c.0",175.6878553,0.143783899,0.82993335,453.8765891,0.336287399,2.217214328,1.884299891,0.684170568,0.370541042,82.45454545,64,88,3.113515309,99.81818182,0.668
"NSFTV_141","a8319fc6.0",371.5128553,0.275033899,0.76743335,547.5802764,0.474369375,2.119580831,1.742249506,0.643244922,0.297489389,100.5,76,149,3.592735594,129.3333333,0.509
"NSFTV_142","806c51cc.0",230.3378553,0.195033899,0.85718335,539.77047,0.373450246,2.239580831,1.678566903,0.705573765,0.292021392,111.8888889,97,165,3.884994333,194.3333333,0.847
"NSFTV_143","3ea144c5.0",206.8628553,0.172783899,0.84543335,378.3541995,0.302281724,1.935840255,1.476226121,0.718211951,0.347698892,96.33333333,NA,209,3.352407217,97.5,0.906
"NSFTV_144","3269952e.0",196.6628553,0.177783899,0.91418335,416.1611498,0.331873334,1.99099997,1.402074467,0.656524944,0.232437398,NA,NA,206,NA,75,0.909
"NSFTV_145","17c4070a.0",209.0378553,0.191533899,0.91818335,433.3868753,0.273724096,2.782130304,2.415725756,0.937431834,0.623937398,97,NA,235,3.691999581,157.1,0.594
"NSFTV_147","48b4f132.0",183.3628553,0.151033899,0.84243335,441.9868357,0.292450663,1.528130304,1.653642423,0.581265168,0.339770732,106.8,80,147,2.75860248,105.9166667,0.876
"NSFTV_148","ed1beb9e.0",193.5378553,0.158783899,0.81043335,586.9277264,0.388907802,2.554463638,1.720388545,0.919598501,0.44395669,NA,NA,263,NA,90.66666667,0.642
"NSFTV_149","d56e98bc.0",203.0378553,0.188033899,0.92943335,677.4001848,0.358842502,1.836001309,1.296741133,0.553431834,0.288104065,104,79,129,2.920769235,140.6666667,0.893
"NSFTV_15","e13b4d7a.0",161.9871447,0.139966101,0.87831665,445.8571669,0.278748107,1.844921622,1.565599283,0.494471778,0.304795281,NA,NA,NA,NA,NA,NA
"NSFTV_150","128dd425.0",216.7378553,0.196283899,0.91518335,499.4868625,0.292748009,1.861083303,1.546475756,0.692098501,0.331104065,83.7,79,114,3.010620886,107.9,0.524
"NSFTV_151","dee26171.0",240.1878553,0.234533899,0.97393335,445.762376,0.268515315,1.796630304,1.451559089,0.498265168,0.236437398,90.4,NA,223,3.328228362,81.1,0.849
"NSFTV_152","e4533c8b.0",84.78785531,0.099283899,1.10193335,473.9718391,0.399445438,1.859083303,1.33383403,0.555898864,0.288595249,83.16666667,64,93,3.463128339,153.6666667,0.902
"NSFTV_153","40f343f4.0",190.1878553,0.180783899,0.95143335,543.3855051,0.455778483,2.035963638,1.524142423,0.690931834,0.326104065,84.25,78,93,3.212186837,143.8333333,0.895
"NSFTV_154","dfdfb828.0",224.5378553,0.209283899,0.94118335,565.1174507,0.355720388,2.916833303,2.085241133,0.847098501,0.558270732,76.91666667,64,92,3.016351561,113.3333333,0.819
"NSFTV_155","9127f236.0",171.9296408,0.145138939,0.848160576,420.051523,0.325281093,2.466630304,1.618128309,0.775598501,0.349179752,82.5,77,93,3.48635519,116.8333333,0.906
"NSFTV_156","93387d96.0",257.3378553,0.194533899,0.77818335,532.694017,0.341227304,2.189463638,1.771971878,0.738598501,0.409665024,93.83333333,80,107,3.79173684,98.08333333,0.853
"NSFTV_157","2db62b89.0",117.6632435,0.107110041,0.900851632,411.4360712,0.291798094,1.71624997,1.260392423,0.413265168,0.248104065,88,80,143,3.266607228,98.22222222,0.814
"NSFTV_158","6516a500.0",147.4128553,0.122783899,0.85618335,460.1174034,0.301873644,1.571630304,1.302612977,0.551265168,0.201898814,90,NA,147,3.184974273,102.1666667,0.739
"NSFTV_159","4ef132dc.0",121.5963181,0.11855928,0.977072777,458.9845017,0.261715229,1.65064893,1.395770658,0.212141873,0.208356282,NA,NA,NA,NA,87.33333333,NA
"NSFTV_16","f0328a18.0",152.8118364,0.141044726,0.905651121,352.4870774,0.331082631,2.080968779,1.497941043,0.646278089,0.336140435,90.25,65,112,3.431295413,161.8333333,0.859
"NSFTV_160","f659d521.0",165.3628887,0.156439932,0.947981309,342.7907012,0.297038775,1.759337939,1.301465272,0.465605277,0.294766283,82.83333333,67,107,3.392829132,134,0.897
"NSFTV_161","4f643bf5.0",192.0822155,0.165116637,0.865103655,584.6243052,0.438929184,1.642845853,1.336715822,0.463803434,0.248618747,97.25,NA,113,3.501545355,96.11111111,0.791
"NSFTV_162","2b28e441.0",207.8371447,0.169716101,0.79881665,515.7627048,0.355036129,1.826318944,1.49727146,0.629427354,0.326434053,111,78,116,3.763136225,129.1111111,0.664
"NSFTV_163","192e24ab.0",242.3881636,0.195455274,0.823348879,460.693009,0.387069994,2.461533674,1.692849779,0.960438611,0.332766283,102.75,96,148,4.099884743,143.9166667,0.846
"NSFTV_164","72497775.0",129.2121447,0.107466101,0.85781665,424.097872,0.343468621,1.62268116,1.30977146,0.568614315,0.32060072,104.8333333,72,133,2.737249356,110.8333333,0.894
"NSFTV_165","9b2223bb.0",227.0881636,0.189955274,0.848598879,479.1762155,0.344767573,2.147867007,1.755908172,0.796271944,0.469627043,85,77,97,2.538973871,134.6666667,0.631
"NSFTV_166","61152244.0",224.4371447,0.207966101,0.92381665,626.2851033,0.400020457,2.683485611,1.895938126,0.867594021,0.357434053,104.0833333,78,100,3.55296427,161,0.737
"NSFTV_167","8e941960.0",161.1371447,0.150466101,0.93131665,495.3332468,0.376820627,1.786097192,1.35177146,0.417136767,0.348934053,88.08333333,71,83,3.028522096,90.33333333,0.542
"NSFTV_169","ba028784.0",198.2381636,0.193455274,0.985348879,492.0003781,0.370085926,2.281533674,1.77286225,0.651605277,0.341752569,85.75,77,102,3.228826156,143.8571429,0.429
"NSFTV_17","446f6c62.0",218.8910075,0.187882725,0.89003351,593.9948684,0.391493558,1.761478735,1.065441043,0.458444756,0.271992293,83,NA,93,3.526360525,88,0.933
"NSFTV_171","b238d197.0",59.41214469,0.052216101,0.94206665,616.835832,0.431552185,2.211318944,1.84927146,0.512927354,0.383934053,70.66666667,60,76,3.757316616,87.16666667,0.861
"NSFTV_172","9ac72c9e.0",100.8371447,0.089216101,0.94006665,608.8680506,0.440422622,1.993985611,1.56927146,0.680927354,0.384434053,73.5,66,76,3.52144651,86,0.886
"NSFTV_173","0f847952.0",165.8121447,0.151466101,0.91981665,422.1307798,0.346287839,2.025625526,1.49377146,0.647867362,0.322267386,90.33333333,NA,80,2.85263143,88.11111111,0.875
"NSFTV_174","08de34ee.0",235.1943349,0.192571175,0.837109741,486.7791393,0.349540006,2.835804002,2.238794775,0.893910376,0.495466706,101.0833333,78,118,2.47793798,151.6666667,0.828
"NSFTV_176","8cfa8fb2.0",212.4830877,0.183197496,0.871324787,614.6765979,0.352316744,1.793763154,1.638590547,0.476574955,0.425633373,98.85714286,91,157,2.668384945,131.6666667,0.847
"NSFTV_177","15e6c437.0",190.0871447,0.167466101,0.88431665,439.922532,0.345193502,2.129818944,1.557938126,0.574760688,0.31360072,76,65,76,3.595026545,90,0.881
"NSFTV_179","5505a767.0",180.0743349,0.160171175,0.907109741,387.7638614,0.301980228,2.379318944,1.747938126,0.635147946,0.278925039,71.83333333,66,70,3.585831078,97.41666667,0.919
"NSFTV_18","cbd6b346.0",158.5663079,0.141675166,0.895302326,545.5994634,0.427043536,2.764302112,1.710618734,0.685278089,0.296307102,98.83333333,67,129,3.858973784,132,0.954
"NSFTV_180","f948d7b5.0",160.7621447,0.171971175,0.828709741,441.7736332,0.350261982,2.280152278,1.493438126,0.794939613,0.305466706,79.41666667,67,123,3.10980473,112.75,0.825
"NSFTV_181","8cd35626.0",240.7112863,0.216611913,0.888751774,433.3966823,0.358209974,1.753114848,1.335023664,0.491427354,0.219934053,107.2222222,NA,217,3.341093458,126.1666667,0.794
"NSFTV_182","024bbd20.0",152.0943349,0.140571175,0.953509741,416.6164028,0.273520543,2.175152278,1.69977146,0.660939613,0.292716706,107.3333333,NA,211,2.90416508,128,0.878
"NSFTV_183","c08a5ea2.0",210.6621447,0.175716101,0.84481665,498.6758196,0.321506259,1.629095853,1.448604793,0.588303434,0.328434053,94,76,118,2.751535313,122.4444444,0.893
"NSFTV_184","7119ebee.0",217.4512945,0.18840589,0.873375759,433.0261004,0.314663805,1.840629526,1.595631938,0.498427354,0.405767386,83.75,66,141,2.608843551,117.8333333,0.853
"NSFTV_185","c97be7ae.0",228.0743349,0.209371175,0.928709741,506.5521973,0.336051875,2.16593116,1.68377146,0.739814613,0.425591706,92.5,73,105,2.922265122,127.4166667,0.847
"NSFTV_186","4559ff3f.0",218.4164211,0.197530829,0.915991453,496.3146539,0.424446806,1.721152278,1.199104793,0.443564613,0.180716706,87.5,79,144,3.098589659,107.0833333,0.815
"NSFTV_187","60e142c3.0",385.4743349,0.286371175,0.741909741,437.2954836,0.35972622,1.431152278,1.293104793,0.420939613,0.232383373,76.33333333,77,87,2.696876901,106,0.9
"NSFTV_188","bf18cbae.0",249.8343349,0.209771175,0.845909741,481.7003397,0.373806993,1.77163986,1.469500815,0.649006763,0.375788631,101.5,72,148,2.881069365,120.0833333,0.836
"NSFTV_189","661eaeaa.0",119.7794808,0.115387598,0.995704331,530.8633249,0.377392466,3.054267018,2.185173885,1.013286,0.500414521,79.75,77,82,3.64414356,141.6666667,0.88
"NSFTV_19","d22c8e33.0",168.0868364,0.150794726,0.910651121,471.3466364,0.301733307,2.829061536,2.248033939,1.037078452,0.56713162,84.66666667,50,77,3.731699451,121.1666667,0.895
"NSFTV_190","bf7afed8.0",217.3871447,0.197716101,0.91581665,432.6863744,0.286464686,1.940433685,1.384667482,0.469690409,0.283464312,111.5,80,176,NA,110.6666667,0.66
"NSFTV_191","97ce6839.0",114.1943349,0.099371175,0.888509741,422.7735396,0.300845805,2.187433685,1.729877157,0.665286,0.318321422,82.75,61,105,3.149882953,152,0.871
"NSFTV_192","fdd98970.0",149.9871447,0.134466101,0.90931665,395.1723596,0.311772756,2.415433685,1.805167482,0.566690409,0.254797645,55.75,55,52,3.301990732,93.75,0.618
"NSFTV_193","5632be21.0",193.6621447,0.172216101,0.90506665,568.5242931,0.40500006,1.904767018,1.574334148,0.584357075,0.418630978,101.5,66,142,2.449567283,120.1818182,0.812
"NSFTV_195","3c10a4b8.0",195.6892387,0.176206803,0.909134356,592.1895405,0.370952452,2.308100351,1.911356418,0.884786,0.565663631,92,79,107,2.722756348,95.5,0.785
"NSFTV_198","818143d8.0",143.8143349,0.132371175,0.946509741,476.8953272,0.369388291,1.932600351,1.497667482,0.713827667,0.345705298,84.75,75,100,3.205452805,90.83333333,0.869
"NSFTV_199","958ed737.0",235.7871447,0.205466101,0.87006665,585.0763801,0.393344716,2.117767018,1.629000815,0.796190409,0.424630978,91.75,78,84,2.961830722,116.0833333,0.565
"NSFTV_2","cd22c3de.0",247.5621447,0.163611913,0.87131665,405.6187246,0.289866671,1.860328865,1.710020884,0.665171415,0.376094242,NA,NA,NA,NA,NA,NA
"NSFTV_200","c8a73fe7.0",166.8143349,0.139771175,0.839909741,494.2205339,0.347437087,2.306933685,1.600025834,0.740199339,0.368467451,103.75,76,98,3.80666249,137,0.864
"NSFTV_201","263f2baf.0",313.1378553,0.265033899,0.88768335,560.4167834,0.378714332,1.753611469,1.21878507,0.462694889,0.306439047,105.6666667,67,132,2.456735773,111.25,0.889
"NSFTV_202","ccdc6d39.0",310.4631636,0.248455274,0.798848879,558.8858354,0.369322041,1.734771797,1.765760813,0.515421548,0.263201714,93,71,113,3.149882953,127.25,0.687
"NSFTV_203","f46f03bf.0",129.4128553,0.116033899,0.89193335,560.225257,0.368211335,2.683894005,1.978137155,0.600694889,0.401967657,81.83333333,76,80,3.944812828,143.8333333,0.894
"NSFTV_204","778cea6e.0",286.2378553,0.250783899,0.88893335,499.4702517,0.323622736,2.138078378,1.695470489,0.651694889,0.358467657,76.75,76,87,3.113515309,112.6666667,0.804
"NSFTV_205","348853a5.0",204.5128553,0.155783899,0.937460182,538.3369246,0.4149484,1.910078378,1.749236456,0.591028222,0.336334731,78.25,66,100,2.862200881,115.3333333,0.915
"NSFTV_206","37249a74.0",239.3378553,0.224283899,0.96068335,582.5346943,0.40808901,2.047245045,1.508970489,0.618194889,0.31480099,101.4166667,78,113,3.468336684,187.8888889,0.621
"NSFTV_207","d628ec3a.0",170.0628553,0.155783899,0.92793335,528.8649666,0.427689124,1.904578378,1.22894631,0.566528222,0.268648814,100,84,137,3.441130092,121.5,0.739
"NSFTV_208","e876c9ec.0",292.8128553,0.242533899,0.84468335,576.4421619,0.435951005,1.79334553,1.391137155,0.529028222,0.253634324,112.9,77,130,3.786711703,141,0.893
"NSFTV_209","5384be83.0",173.1378553,0.170533899,0.97043335,633.5593751,0.508126759,1.866911711,1.371637155,0.554694889,0.29080099,84.5,77,82,3.55296427,88.55555556,0.93
"NSFTV_21","fa4c4111.0",72.83683642,0.058294726,0.854151121,454.8509495,0.362036298,2.520973117,1.879202067,0.567611422,0.352973769,98.75,73,101,4.108137884,127.25,0.867
"NSFTV_211","5497b233.0",246.3628887,0.182439932,0.749848879,512.0484616,0.312329806,2.14510513,1.35667466,0.852088215,0.310691544,70.08333333,66,107,3.083437854,101.1666667,0.911
"NSFTV_213","b2320902.0",233.8128553,0.190783899,0.84868335,588.3943224,0.445695537,2.205411711,1.508137155,0.669028222,0.357967657,82.5,70,92,2.730029108,120.0833333,0.808
"NSFTV_214","34df4fca.0",256.7878553,0.212533899,0.84668335,520.5020691,0.29690122,1.562278136,0.902470489,0.426694889,0.161467657,98.58333333,80,125,2.880219386,123.1666667,0.844
"NSFTV_215","fed1dbae.0",223.7128553,0.186533899,0.86418335,556.9575158,0.341217663,2.255578378,1.967137155,0.729528222,0.486634324,103.0833333,73,116,2.876385516,101.0833333,0.898
"NSFTV_216","149fb038.0",221.3628553,0.193533899,0.88668335,485.7683632,0.308400011,1.644078378,1.136303822,0.464528222,0.20080099,109.0833333,NA,217,3.663561646,103.3333333,0.844
"NSFTV_217","915c0033.0",232.3128553,0.193283899,0.85368335,397.6289577,0.342617386,1.940171136,1.604730052,0.549328585,0.318292174,79.5,70,100,2.862200881,120.75,0.829
"NSFTV_218","85da3a70.0",278.2378553,0.239283899,0.88218335,580.3853019,0.396368372,1.599078378,1.329190998,0.471361555,0.233543344,85.83333333,78,141,3.245193133,113.75,0.745
"NSFTV_219","199f4455.0",257.8878553,0.226533899,0.91543335,419.1489146,0.361705087,2.481644627,1.746803822,0.779002608,0.335134324,56.25,52,49,3.390024081,87.75,0.784
"NSFTV_22","52c6e2ba.0",225.1442087,0.213716746,0.949531067,619.2128569,0.411457801,2.252874737,1.642865105,0.987281441,0.389307102,101.6666667,73,100,2.512305624,120.6666667,0.875
"NSFTV_220","c5bf98cc.0",211.4628553,0.180033899,0.85918335,429.8613865,0.277572346,2.625181056,1.813470489,0.819069494,0.56180099,62.83333333,65,59,3.54337187,95.25,0.821
"NSFTV_221","311aaf30.0",235.0378553,0.199533899,0.86293335,349.0037753,0.271661273,2.374245045,1.515637155,0.656665904,0.290967657,72.66666667,60,80,3.171085161,117,0.881
"NSFTV_222","7cfe4a0c.0",208.8378553,0.172283899,0.83868335,542.9615044,0.467938641,2.759911711,2.180612977,0.881361555,0.488398814,79.75,65,73,3.834061464,143.25,0.892
"NSFTV_223","f73fa9e9.0",219.4878553,0.180283899,0.84068335,539.4360433,0.371284245,2.525245045,1.895569789,0.783194889,0.381584731,86.08333333,80,76,2.871679625,121.1666667,0.836
"NSFTV_224","f2e9bed5.0",272.7381636,0.242455274,0.898848879,433.1728133,0.359167053,2.632578378,1.826760813,1.083861555,0.452701714,89.75,65,78,3.044522438,110.5833333,0.842
"NSFTV_225","a31b4a06.0",261.0878553,0.222783899,0.87718335,454.9184866,0.191073083,2.453245045,1.853470489,0.787861555,0.427134324,77.25,64,80,3.083437854,103.0833333,0.917
"NSFTV_226","536afc14.0",316.3128553,0.282783899,0.90068335,546.0989134,0.368353667,1.913078378,1.351137155,0.666861555,0.34630099,78.75,67,92,2.63905733,100,0.877
"NSFTV_227","a7983b03.0",219.6378553,0.228033899,1.03943335,441.3283116,0.305298835,2.803745045,1.966303822,1.094694889,0.515634324,107.1666667,NA,127,3.208825489,145.9166667,0.853
"NSFTV_228","195567bf.0",154.7628553,0.155033899,0.99893335,673.1179599,0.334531329,2.449512062,1.504717703,0.752496116,0.453639454,77.91666667,77,79,3.771482983,118.8181818,0.98
"NSFTV_23","7741d7c1.0",340.8118364,0.294794726,0.857151121,541.2325995,0.311702315,1.85930645,1.546441043,0.813111422,0.424473769,103.4444444,82,124,2.899588413,112.4444444,0.737
"NSFTV_231","49649a00.0",177.4128553,0.162533899,0.91018335,630.7233173,0.326155133,2.319411711,2.121587505,0.621694889,0.533742453,65.5,54,68,4.171819874,75.08333333,0.93
"NSFTV_232","c528bce0.0",265.3630836,0.236300507,0.900846127,629.3641932,0.409147135,1.533284618,0.858231659,0.402421548,0.13986838,66.66666667,58,68,3.373026505,70.58333333,0.933
"NSFTV_233","ca615802.0",206.9140452,0.163903064,0.786151121,407.6345074,0.230367723,2.275363649,1.471725502,0.508683632,0.285968761,69.58333333,66,68,3.139110856,81.91666667,0.872
"NSFTV_234","32ca1759.0",159.9618364,0.147794726,0.909651121,622.7641799,0.449723152,2.298363649,1.611500923,0.646016966,0.444107369,75.25,61,76,4.124442593,83.5,0.928
"NSFTV_235","13ae4f27.0",110.4118364,0.100794726,0.926151121,528.3994671,0.324167912,3.394863649,2.812058835,1.024016966,0.808302094,82.91666667,67,76,3.688879454,139.5,0.878
"NSFTV_236","eb17cda6.0",244.9618364,0.191044726,0.792901121,627.6982757,0.361147665,1.568796848,1.243892169,0.373350299,0.184802094,82.08333333,76,92,3.238678452,117.25,0.751
"NSFTV_237","dc2cf39b.0",220.3368364,0.181544726,0.874151121,438.6595461,0.266671361,2.741196982,2.286892169,0.829850299,0.419968761,75.58333333,66,76,2.823361048,95,0.864
"NSFTV_238","9b36ce98.0",165.0618364,0.142044726,0.868401121,492.510382,0.326348864,1.712196982,1.407725502,0.414016966,0.298802094,NA,NA,NA,NA,NA,NA
"NSFTV_239","523d5ec4.0",269.5603877,0.243517615,0.914454597,551.4120936,0.349130779,2.185701752,1.446299952,0.606280934,0.332586046,78.5,76,85,2.756840365,106.8888889,0.858
"NSFTV_24","e074229f.0",165.7868364,0.161044726,0.964151121,608.7781221,0.362950501,2.312302112,1.387774376,0.995611422,0.407307102,90.91666667,76,114,2.899588413,132.8333333,0.814
"NSFTV_240","6f263bd1.0",234.1621447,0.218716101,0.95256665,579.2374437,0.387619258,2.043804429,1.377932173,0.697992024,0.3349287,77.33333333,77,87,2.751535313,103.75,0.87
"NSFTV_241","2a7724c1.0",117.7121447,0.115466101,1.02156665,558.8141577,0.397209595,1.740804429,1.365736017,0.472325358,0.298762033,92.25,77,100,3.54577861,98.77777778,0.811
"NSFTV_242","b21f7528.0",274.7317586,0.224950251,0.845057091,454.8261651,0.314248601,1.796848161,1.409641481,0.566658691,0.297353388,81.75,52,48,3.198673118,115.1666667,0.913
"NSFTV_243","44aeff79.0",176.5121447,0.145466101,0.86556665,444.0688621,0.252187584,3.084804429,2.249765506,0.835992024,0.4279287,61.75,76,80,3.633190548,86.33333333,0.847
"NSFTV_244","5efe8622.0",183.2222155,0.158116637,0.903303655,398.7843406,0.234215609,2.474637763,1.908098839,0.762325358,0.454262033,106.4166667,80,117,3.251665648,100.5,0.6
"NSFTV_245","8a41a10a.0",194.1371447,0.181716101,0.94331665,403.1426275,0.335427804,2.285230634,1.662102756,1.022102845,0.425601003,78.91666667,76,80,3.094823176,115.9166667,0.926
"NSFTV_246","e0815776.0",153.7621447,0.148966101,0.99031665,564.1486999,0.335594447,2.460201752,1.743879368,0.852614267,0.495997076,94.75,64,73,3.54337187,125,0.973
"NSFTV_247","de7ac7bf.0",218.8121447,0.202466101,0.92806665,297.2517774,0.217520908,1.937878339,1.435005943,0.678024994,0.282104182,74.91666667,65,80,3.617651945,97.25,0.881
"NSFTV_248","9b37187d.0",191.2371447,0.159716101,0.82856665,419.6477597,0.305502393,2.415045005,1.663839276,0.742524994,0.371270849,77.5,66,54,2.833213344,119.5833333,0.815
"NSFTV_249","87621330.0",211.8469623,0.194543226,0.932567845,447.8729617,0.359557921,2.330545005,1.801516967,0.713858328,0.306270849,74.33333333,62,59,3.326234343,103.25,0.662
"NSFTV_25","1ce7093b.0",342.9368364,0.320794726,0.934151121,462.8154625,0.342222829,1.728530659,1.261607709,0.766218684,0.308473769,92.18181818,75,108,3.139438994,132.125,0.891
"NSFTV_250","88e1f162.0",136.0121447,0.117216101,0.89831665,582.2282573,0.319799279,2.572711672,1.623505943,0.475858328,0.192104182,57.75,53,59,3.32323584,94.66666667,0.841
"NSFTV_251","f25ad349.0",213.5121447,0.217216101,1.03981665,491.9018775,0.377274303,1.121067543,1.152824484,0.28762143,0.198604182,87.75,79,104,3.146305132,90,0.765
"NSFTV_252","56f5103e.0",165.9112057,0.159131694,0.968787173,397.164087,0.218320366,2.258545005,1.521337593,0.481691661,0.310820388,75.75,78,90,3.874667219,136.25,0.805
"NSFTV_253","1911c363.0",286.9371447,0.269216101,0.93406665,655.6833032,0.369242573,1.636549343,0.987672609,0.320691661,0.162104182,82.66666667,78,100,2.995732274,110.8888889,0.782
"NSFTV_255","3fb62843.0",124.5871447,0.115966101,0.93731665,627.8390474,0.42151951,3.099942328,2.345619805,0.891147237,0.582839225,95.91666667,68,76,3.657130756,124.3333333,0.902
"NSFTV_256","0be20a08.0",256.4871447,0.240716101,0.92131665,532.4252925,0.332954718,3.331545005,2.020339276,1.190524994,0.433437515,62.75,55,54,3.463128339,100.6666667,0.859
"NSFTV_257","cb9c18df.0",164.695791,0.14957757,0.924659809,444.6244708,0.164834521,2.931882676,2.032048451,1.134640316,0.509162746,66.83333333,60,68,3.070633582,90.75,0.782
"NSFTV_258","60c362f1.0",196.9371447,0.178716101,0.91481665,500.9732741,0.319716958,2.234545005,1.974172609,0.690024994,0.505770849,102.5,75,100,2.999890284,125.75,0.874
"NSFTV_259","fe70ec33.0",188.1871447,0.190216101,1.04006665,457.4521206,0.330427501,2.473545005,1.914839276,1.018858328,0.606937515,103.4166667,77,100,3.375879574,148.3333333,0.887
"NSFTV_26","32a15c4d.0",276.0758738,0.251911033,0.918750543,510.4900587,0.31864335,2.136853694,1.548259063,0.757111422,0.365640435,92.33333333,76,117,2.651960734,136.9166667,0.856
"NSFTV_260","bfa16661.0",122.4871447,0.113466101,0.94681665,463.484512,0.291951081,2.613222285,1.930564701,0.967774428,0.378707826,89.41666667,NA,116,3.251665648,168,0.715
"NSFTV_261","ceb798a3.0",161.8621447,0.140716101,0.87881665,483.4290344,0.292606502,2.983211672,2.242654188,1.042191661,0.540437515,79.75,67,92,3.963982744,102.6666667,0.916
"NSFTV_262","f30e146b.0",214.5621447,0.203716101,0.94906665,440.165964,0.33374791,2.669045005,1.846005943,1.249691661,0.505104182,103.4166667,78,107,3.462890951,130,0.926
"NSFTV_263","c7d2513e.0",146.4621447,0.132716101,0.92131665,434.6913182,0.226888428,2.880211672,1.573339276,1.026858328,0.344604182,73.25,65,76,2.931193752,108.1666667,0.903
"NSFTV_264","f2f12364.0",251.4371447,0.203716101,0.80406665,430.3677733,0.31242745,2.824211672,2.144505943,1.149858328,0.600770849,78,66,85,3.075774981,102.8333333,0.881
"NSFTV_265","544f48c0.0",216.1121447,0.187716101,0.86506665,453.3132381,0.356367743,2.641045005,2.031172609,0.870524994,0.526604182,77.91666667,78,92,2.818398258,127.5833333,0.879
"NSFTV_266","f7da2506.0",291.0371447,0.272466101,0.93831665,448.1330933,0.326920216,1.445838737,1.344839276,0.452859619,0.414270849,70.75,72,76,2.881069365,110.1666667,0.928
"NSFTV_267","aceb3352.0",258.0112863,0.217945246,0.82341844,396.2765038,0.262045206,2.134878339,1.667264734,0.560858328,0.278088605,77.16666667,66,87,3.506557897,97.25,0.901
"NSFTV_268","b49ad0db.0",150.9371447,0.152216101,1.03856665,393.616645,0.22376585,2.665049343,2.082350301,0.823056982,0.514921939,60.4,65,59,3.388618599,106,0.846
"NSFTV_269","092f15e7.0",126.5371447,0.128216101,1.06581665,454.5802434,0.351526681,2.540545005,1.830839276,0.944024994,0.523937515,105.8333333,NA,100,3.113515309,92.58333333,0.688
"NSFTV_27","1956dd3f.0",215.7624671,0.177957758,0.839015068,596.5228322,0.336310274,2.225802112,1.533906359,0.621611422,0.378270053,89.75,78,100,2.614959778,96.33333333,0.824
"NSFTV_270","6815ec6d.0",206.2621447,0.174216101,0.84456665,402.8358191,0.301614907,2.435799343,1.952005943,0.731306982,0.396604182,73.75,66,85,2.922265122,108.8333333,0.85
"NSFTV_271","b67fd5f6.0",214.7121447,0.202716101,0.95081665,502.3369799,0.367694886,2.550211672,1.857172609,0.799691661,0.371770849,78.66666667,63,100,2.627081139,114.25,0.786
"NSFTV_272","c7301040.0",160.3630836,0.149800507,0.945846127,664.9129196,0.43916276,1.945855092,1.238176526,0.454503008,0.188693152,108.0833333,62,107,3.412247218,142.4444444,0.549
"NSFTV_273","493f2b7e.0",200.5446197,0.191278579,0.93106665,631.0143072,0.296895194,2.144878339,1.341491439,0.564858328,0.237109819,82.16666667,78,113,2.813410717,130.8333333,0.811
"NSFTV_274","7dba928e.0",133.7230959,0.128991473,0.990282105,519.3340688,0.359541546,2.026152607,NA,0.429276286,0.317005104,106,74,100,2.590267165,147.9166667,0.779
